,support,itemsets,length
217,0.031056208761224387,"frozenset({'03', 'Washington'})",2
218,0.04956094656942998,"frozenset({'14', 'Washington'})",2
219,0.04340923748573697,"frozenset({'Washington', '02'})",2
220,0.020985265664533414,"frozenset({'Washington', '12'})",2
221,0.01914967505085082,"frozenset({'Chardonnay', 'Washington'})",2
222,0.02455722577764548,"frozenset({'01', 'Washington'})",2
223,0.013841345438309272,"frozenset({'Washington', '11'})",2
224,0.03859701344446098,"frozenset({'Washington', 'Cabernet Sauvignon'})",2
225,0.06121942749417076,"frozenset({'Washington', 'Red Blend'})",2
226,0.016222652180383986,"frozenset({'13', 'Washington', '02'})",3
227,0.01230341816738602,"frozenset({'13', 'Washington', 'Cabernet Sauvignon'})",3
228,0.018852011708091483,"frozenset({'13', 'Washington', 'Red Blend'})",3
229,0.008979510839906732,"frozenset({'13', 'Washington', '02', 'Red Blend'})",4
230,0.0055067718410477745,"frozenset({'13', 'Washington', 'Cabernet Sauvignon', '02'})",4
231,0.004812224041275984,"frozenset({'13', '04', 'Washington'})",3
232,0.014188619338195168,"frozenset({'14', '04', 'Washington'})",3
233,0.005308329612541549,"frozenset({'04', 'Washington', 'Cabernet Sauvignon'})",3
234,0.011261596467728332,"frozenset({'04', 'Washington', 'Red Blend'})",3
235,0.0018355906136825917,"frozenset({'13', '04', 'Washington', 'Cabernet Sauvignon'})",4
236,0.0027285806419606092,"frozenset({'13', '04', 'Washington', 'Red Blend'})",4
237,0.0029270228704668354,"frozenset({'14', '04', 'Washington', 'Cabernet Sauvignon'})",4
238,0.007739246911742819,"frozenset({'14', '04', 'Washington', 'Red Blend'})",4
239,0.007788857468869375,"frozenset({'03', '13', 'Washington'})",3
240,0.019943443964875726,"frozenset({'03', '14', 'Washington'})",3
241,0.007987299697375601,"frozenset({'03', 'Washington', 'Cabernet Sauvignon'})",3
242,0.017214863322915115,"frozenset({'03', 'Washington', 'Red Blend'})",3
243,0.0027285806419606092,"frozenset({'03', '13', 'Washington', 'Cabernet Sauvignon'})",4
244,0.0044153395842635315,"frozenset({'03', '13', 'Washington', 'Red Blend'})",4
245,0.0033735178846058442,"frozenset({'03', '14', 'Washington', 'Cabernet Sauvignon'})",4
246,0.011360817581981446,"frozenset({'03', '14', 'Washington', 'Red Blend'})",4
247,0.02549982636305006,"frozenset({'14', 'Washington', 'Red Blend'})",3
248,0.013196408195664037,"frozenset({'14', 'Washington', '02'})",3
249,0.022672024606836334,"frozenset({'Washington', '02', 'Red Blend'})",3
250,0.006250930197946123,"frozenset({'14', 'Washington', '02', 'Red Blend'})",4
251,0.009128342511286401,"frozenset({'Washington', '12', '02'})",3
252,0.00828496304013494,"frozenset({'01', 'Washington', '12'})",3
253,0.009177953068412958,"frozenset({'Washington', '12', 'Cabernet Sauvignon'})",3
254,0.0025797489705809396,"frozenset({'03', 'Washington', '12'})",3
255,0.010815101453589325,"frozenset({'Washington', '12', 'Red Blend'})",3
256,0.003274296770352731,"frozenset({'Washington', '12', 'Cabernet Sauvignon', '02'})",4
257,0.005209108498288436,"frozenset({'Washington', '12', '02', 'Red Blend'})",4
258,0.004216897355757305,"frozenset({'01', 'Washington', '12', 'Cabernet Sauvignon'})",4
259,0.00372079178449174,"frozenset({'01', 'Washington', '12', 'Red Blend'})",4
260,0.0012898744852904698,"frozenset({'03', 'Washington', '12', 'Cabernet Sauvignon'})",4
261,0.0012898744852904698,"frozenset({'03', 'Washington', '12', 'Red Blend'})",4
262,0.0068462568834648015,"frozenset({'Chardonnay', 'Washington', '02'})",3
263,0.003522349555985514,"frozenset({'13', 'Chardonnay', 'Washington'})",3
264,0.003075854541846505,"frozenset({'01', 'Chardonnay', 'Washington'})",3
265,0.014535893238081063,"frozenset({'14', 'Chardonnay', 'Washington'})",3
266,0.005605992955300888,"frozenset({'03', 'Chardonnay', 'Washington'})",3
267,0.003621570670238627,"frozenset({'04', 'Chardonnay', 'Washington'})",3
268,0.004464950141390088,"frozenset({'14', 'Chardonnay', 'Washington', '02'})",4
269,0.0017363694994294787,"frozenset({'13', 'Chardonnay', 'Washington', '02'})",4
270,0.0012402639281639133,"frozenset({'13', '01', 'Chardonnay', 'Washington'})",4
271,0.0014387061566701394,"frozenset({'14', '01', 'Chardonnay', 'Washington'})",4
272,0.005109887384035323,"frozenset({'03', '14', 'Chardonnay', 'Washington'})",4
273,0.003522349555985514,"frozenset({'14', '04', 'Chardonnay', 'Washington'})",4
274,0.006201319640819566,"frozenset({'13', '01', 'Washington'})",3
275,0.002232475070695044,"frozenset({'14', '01', 'Washington'})",3
276,0.011410428139108001,"frozenset({'01', 'Washington', 'Cabernet Sauvignon'})",3
277,0.010070943096690975,"frozenset({'01', 'Washington', 'Red Blend'})",3
278,0.002232475070695044,"frozenset({'13', '01', 'Washington', 'Cabernet Sauvignon'})",4
279,0.0027285806419606092,"frozenset({'13', '01', 'Washington', 'Red Blend'})",4
280,0.007838468025995932,"frozenset({'01', 'Washington', '11'})",3
281,0.007689636354616262,"frozenset({'Washington', '11', 'Cabernet Sauvignon'})",3
282,0.00486183459840254,"frozenset({'Washington', '11', '02'})",3
283,0.006052487969439897,"frozenset({'Washington', '11', 'Red Blend'})",3
284,0.0043161184700104185,"frozenset({'01', 'Washington', '11', 'Cabernet Sauvignon'})",4
285,0.002629359527707496,"frozenset({'Washington', '11', 'Cabernet Sauvignon', '02'})",4
286,0.002232475070695044,"frozenset({'Washington', '11', '02', 'Red Blend'})",4
287,0.0034727389988589573,"frozenset({'01', 'Washington', '11', 'Red Blend'})",4
288,0.01389095599543583,"frozenset({'Washington', 'Cabernet Sauvignon', '02'})",3
289,0.009426005854045742,"frozenset({'14', 'Washington', 'Cabernet Sauvignon'})",3
290,0.0024805278563278265,"frozenset({'14', 'Washington', 'Cabernet Sauvignon', '02'})",4
291,0.054472391724959074,"frozenset({'01', 'Chardonnay'})",2
292,0.017661358337054126,"frozenset({'Chardonnay', '11'})",2
293,0.19804534404921367,"frozenset({'California', 'Chardonnay'})",2
294,0.08255196705859007,"frozenset({'13', 'Chardonnay'})",2
295,0.06419606092176415,"frozenset({'Chardonnay', '02'})",2
296,0.04450066974252121,"frozenset({'Chardonnay', '12'})",2
297,0.09798085032494915,"frozenset({'14', 'Chardonnay'})",2
298,0.06821451604901523,"frozenset({'04', 'Chardonnay'})",2
299,0.04817185096988639,"frozenset({'California', '01', 'Chardonnay'})",3
300,0.020935655107406855,"frozenset({'13', '01', 'Chardonnay'})",3
301,0.003968844570124522,"frozenset({'14', '01', 'Chardonnay'})",3
302,0.01855434836533214,"frozenset({'California', '01', 'Chardonnay', '13'})",4
303,0.002331696184948157,"frozenset({'California', '01', 'Chardonnay', '14'})",4
304,0.010517438110829985,"frozenset({'01', 'Chardonnay', '11'})",3
305,0.01627226273751054,"frozenset({'California', 'Chardonnay', '11'})",3
306,0.004613781812769758,"frozenset({'Chardonnay', '11', '02'})",3
307,0.00927717418266607,"frozenset({'California', '01', 'Chardonnay', '11'})",4
308,0.004514560698516645,"frozenset({'California', 'Chardonnay', '11', '02'})",4
309,0.07411817234707546,"frozenset({'California', '13', 'Chardonnay'})",3
310,0.052835243339782706,"frozenset({'California', 'Chardonnay', '02'})",3
311,0.028129185890757552,"frozenset({'13', 'Chardonnay', '02'})",3
312,0.01805824279406658,"frozenset({'14', 'Chardonnay', '02'})",3
313,0.0243091729920127,"frozenset({'13', 'California', 'Chardonnay', '02'})",4
314,0.01200575482462668,"frozenset({'California', '14', 'Chardonnay', '02'})",4
315,0.013394850424170263,"frozenset({'Chardonnay', '12', '02'})",3
316,0.041375204643548144,"frozenset({'California', 'Chardonnay', '12'})",3
317,0.0055563823981743315,"frozenset({'04', 'Chardonnay', '12'})",3
318,0.019050453936597708,"frozenset({'01', 'Chardonnay', '12'})",3
319,0.01200575482462668,"frozenset({'California', 'Chardonnay', '12', '02'})",4
320,0.0054571612839212184,"frozenset({'California', '04', 'Chardonnay', '12'})",4
321,0.01800863223694002,"frozenset({'California', '01', 'Chardonnay', '12'})",4
322,0.06627970432107952,"frozenset({'California', '14', 'Chardonnay'})",3
323,0.053132906682542044,"frozenset({'California', '04', 'Chardonnay'})",3
324,0.04742769261298804,"frozenset({'14', '04', 'Chardonnay'})",3
325,0.014486282680954508,"frozenset({'13', '04', 'Chardonnay'})",3
326,0.03304063104628665,"frozenset({'California', '04', 'Chardonnay', '14'})",4
327,0.013940566552562384,"frozenset({'California', '04', 'Chardonnay', '13'})",4
328,0.20042665079128838,"frozenset({'California', 'Cabernet Sauvignon'})",2
329,0.10765490896462768,"frozenset({'11', 'Cabernet Sauvignon'})",2
330,0.07605298407501117,"frozenset({'01', 'Cabernet Sauvignon'})",2
331,0.06434489259314383,"frozenset({'Cabernet Sauvignon', '02'})",2
332,0.05665525623852756,"frozenset({'04', 'Cabernet Sauvignon'})",2
333,0.044103785285508755,"frozenset({'12', 'Cabernet Sauvignon'})",2
334,0.04430222751401498,"frozenset({'13', 'Cabernet Sauvignon'})",2
335,0.04648509202758347,"frozenset({'14', 'Cabernet Sauvignon'})",2
336,0.09932033536736617,"frozenset({'California', '11', 'Cabernet Sauvignon'})",3
337,0.06399761869325793,"frozenset({'California', '01', 'Cabernet Sauvignon'})",3
338,0.0569529195812869,"frozenset({'01', '11', 'Cabernet Sauvignon'})",3
339,0.05209108498288436,"frozenset({'California', '01', '11', 'Cabernet Sauvignon'})",4
340,0.050106662697822095,"frozenset({'California', 'Cabernet Sauvignon', '02'})",3
341,0.027533859205238875,"frozenset({'11', 'Cabernet Sauvignon', '02'})",3
342,0.024805278563278264,"frozenset({'California', '11', 'Cabernet Sauvignon', '02'})",4
343,0.04921367266954408,"frozenset({'California', '04', 'Cabernet Sauvignon'})",3
344,0.01017016421094409,"frozenset({'04', '11', 'Cabernet Sauvignon'})",3
345,0.01002133253956442,"frozenset({'California', '04', '11', 'Cabernet Sauvignon'})",4
346,0.0345785583172099,"frozenset({'California', '12', 'Cabernet Sauvignon'})",3
347,0.00788807858312249,"frozenset({'04', '12', 'Cabernet Sauvignon'})",3
348,0.013990177109688941,"frozenset({'12', 'Cabernet Sauvignon', '02'})",3
349,0.012551470953018803,"frozenset({'01', '12', 'Cabernet Sauvignon'})",3
350,0.007391973011856923,"frozenset({'California', '04', '12', 'Cabernet Sauvignon'})",4
351,0.010666269782209654,"frozenset({'California', '12', 'Cabernet Sauvignon', '02'})",4
352,0.008235352483008385,"frozenset({'California', '01', '12', 'Cabernet Sauvignon'})",4
353,0.030808155975591604,"frozenset({'California', '13', 'Cabernet Sauvignon'})",3
354,0.015478493823485638,"frozenset({'13', 'Cabernet Sauvignon', '02'})",3
355,0.013146797638537482,"frozenset({'13', '04', 'Cabernet Sauvignon'})",3
356,0.005060276826908766,"frozenset({'13', '01', 'Cabernet Sauvignon'})",3
357,0.009773279753931637,"frozenset({'13', 'California', 'Cabernet Sauvignon', '02'})",4
358,0.010517438110829985,"frozenset({'California', '04', '13', 'Cabernet Sauvignon'})",4
359,0.0028278017562137223,"frozenset({'13', '01', 'California', 'Cabernet Sauvignon'})",4
360,0.0357196011311207,"frozenset({'California', '14', 'Cabernet Sauvignon'})",3
361,0.007342362454730367,"frozenset({'14', 'Cabernet Sauvignon', '02'})",3
362,0.0254502158059235,"frozenset({'14', '04', 'Cabernet Sauvignon'})",3
363,0.001488316713796696,"frozenset({'14', '01', 'Cabernet Sauvignon'})",3
364,0.00486183459840254,"frozenset({'California', '14', 'Cabernet Sauvignon', '02'})",4
365,0.021282929007292752,"frozenset({'California', '04', '14', 'Cabernet Sauvignon'})",4
366,0.07793818524582032,"frozenset({'California', 'Red Blend'})",2
367,0.04202014188619338,"frozenset({'13', 'Red Blend'})",2
368,0.036711812273651834,"frozenset({'03', 'Red Blend'})",2
369,0.03695986505928461,"frozenset({'02', 'Red Blend'})",2
370,0.024110730763506474,"frozenset({'12', 'Red Blend'})",2
371,0.01656992608026988,"frozenset({'11', 'Red Blend'})",2
372,0.05407550726794662,"frozenset({'04', 'Red Blend'})",2
373,0.017810190008433795,"frozenset({'01', 'Red Blend'})",2
374,0.06285657587934712,"frozenset({'14', 'Red Blend'})",2
375,0.021481371235798977,"frozenset({'California', '13', 'Red Blend'})",3
376,0.01488316713796696,"frozenset({'13', '04', 'Red Blend'})",3
377,0.011509649253361115,"frozenset({'California', '04', '13', 'Red Blend'})",4
378,0.01731408443716823,"frozenset({'California', 'Red Blend', '03'})",3
379,0.010616659225083099,"frozenset({'03', '13', 'Red Blend'})",3
380,0.02014188619338195,"frozenset({'03', '14', 'Red Blend'})",3
381,0.007342362454730367,"frozenset({'California', '14', 'Red Blend', '03'})",4
382,0.0055067718410477745,"frozenset({'California', '13', 'Red Blend', '03'})",4
383,0.013345239867043708,"frozenset({'California', '02', 'Red Blend'})",3
384,0.012948355410031255,"frozenset({'13', '02', 'Red Blend'})",3
385,0.009971721982437863,"frozenset({'14', '02', 'Red Blend'})",3
386,0.003621570670238627,"frozenset({'California', '13', '02', 'Red Blend'})",4
387,0.003175075656099618,"frozenset({'California', '14', '02', 'Red Blend'})",4
388,0.012898744852904698,"frozenset({'California', '12', 'Red Blend'})",3
389,0.008929900282780175,"frozenset({'12', '02', 'Red Blend'})",3
390,0.004167286798630748,"frozenset({'03', '12', 'Red Blend'})",3
391,0.004762613484149427,"frozenset({'04', '12', 'Red Blend'})",3
392,0.0036711812273651835,"frozenset({'California', '12', '02', 'Red Blend'})",4
393,0.002877412313340279,"frozenset({'California', 'Red Blend', '12', '03'})",4
394,0.0038696234558714096,"frozenset({'California', '04', '12', 'Red Blend'})",4
395,0.010219774768070646,"frozenset({'California', '11', 'Red Blend'})",3
396,0.005109887384035323,"frozenset({'11', '02', 'Red Blend'})",3
397,0.007540804683236593,"frozenset({'01', '11', 'Red Blend'})",3
398,0.0017859800565560352,"frozenset({'03', '11', 'Red Blend'})",3
399,0.0021332539564419307,"frozenset({'04', '11', 'Red Blend'})",3
400,0.002877412313340279,"frozenset({'California', '11', '02', 'Red Blend'})",4
401,0.004068065684377635,"frozenset({'California', '01', '11', 'Red Blend'})",4
402,0.001587537828049809,"frozenset({'California', 'Red Blend', '11', '03'})",4
403,0.0016867589423029221,"frozenset({'California', '04', '11', 'Red Blend'})",4
404,0.039589224586992114,"frozenset({'California', '04', 'Red Blend'})",3
405,0.0322964726893883,"frozenset({'14', '04', 'Red Blend'})",3
406,0.022523192935456664,"frozenset({'California', '04', '14', 'Red Blend'})",4
407,0.007689636354616262,"frozenset({'California', '01', 'Red Blend'})",3
408,0.006250930197946123,"frozenset({'01', '12', 'Red Blend'})",3
409,0.0035719601131120704,"frozenset({'13', '01', 'Red Blend'})",3
410,0.0024805278563278265,"frozenset({'California', '01', '12', 'Red Blend'})",4
411,0.03333829438904599,"frozenset({'California', '14', 'Red Blend'})",3
